age,gender,student_status,university,satisfaction_rating,learning_style,preferred_population,school,plans_further_education,career_goal,cost_importance,culture_importance,internship_importance,ranking_influence,extracurricular_importance,family_influence,friend_influence,social_media_influence,scholarship_significance,has_scholarship,funding_source,financial_consideration,residence,personality,leadership_role,extracurricular_hours,extracurricular_type,cca_count,engagement_level,engagement_category,internship_participation,external_influence,selection_criteria_list,cca_list,satisfaction_group
18 - 24,Female,International,SUTD,3,Hands-on/Practical,Small,Engineering,0.0,Engineer,6,7,8,7,8,5,6,5,7,0,Loan,6.5,On campus,Introverted,1,16,Arts,2,4,Medium,1,5.333333333333333,"['Research Opportunities', 'Innovation Culture', 'Innovation Culture']","['Technology Club', 'Design Club']",Neutral
18 - 24,Female,International,SUTD,3,Hands-on/Practical,Small,Engineering,0.5,Entrepreneur,6,7,8,6,7,6,5,4,6,0,Family,6.0,On campus,Extroverted,1,12,Academic,3,4,Medium,1,5.0,"['Innovation Culture', 'Innovation Culture', 'Hands-on Learning']","['Sports Club', 'Design Club', 'Sports Club']",Neutral
25 - 30,Male,Domestic,SUTD,4,Theoretical,Small,Engineering,1.0,Software Engineer,7,8,7,6,8,5,6,5,7,0,Scholarship,7.0,On campus,Ambivert,1,12,Arts,2,4,Medium,0,5.333333333333333,"['Innovation Culture', 'Hands-on Learning', 'Industry Connections']","['Design Club', 'Innovation Lab']",Satisfied
18 - 24,Male,Domestic,SUTD,3,Hands-on/Practical,Small,Engineering,0.5,Engineer,6,7,8,7,7,6,5,5,7,0,Scholarship,6.5,On campus,Extroverted,0,18,Arts,1,2,Low,1,5.333333333333333,"['Hands-on Learning', 'Innovation Culture', 'Campus Facilities']",['Technology Club'],Neutral
18 - 24,Male,International,SUTD,3,Group-based,Small,Engineering,1.0,Engineer,7,7,7,6,6,5,5,4,7,0,Scholarship,7.0,On campus,Extroverted,0,13,Arts,2,2,Low,1,4.666666666666667,"['Hands-on Learning', 'Small Class Size', 'Technology Focus']","['Arts Group', 'Technology Club']",Neutral
18 - 24,Male,Domestic,SUTD,3,Group-based,Small,Computing,1.0,Design Engineer,7,7,8,7,7,6,6,5,7,0,Scholarship,7.0,Commute,Extroverted,0,13,Arts,2,2,Low,1,5.666666666666667,"['Innovation Culture', 'Research Opportunities', 'Campus Facilities']","['Design Club', 'Arts Group']",Neutral
25 - 30,Prefer not to say,International,SUTD,3,Hands-on/Practical,Small,Arts,0.5,Entrepreneur,7,7,7,6,7,5,5,4,7,1,Family,7.0,On campus,Extroverted,0,16,Academic,3,3,Medium,1,4.666666666666667,"['Campus Facilities', 'Innovation Culture', 'Innovation Culture']","['Technology Club', 'Technology Club', 'Design Club']",Neutral
18 - 24,Male,International,SUTD,3,Auditory,Small,Arts,1.0,Engineer,7,8,7,6,7,5,6,5,7,0,Family,7.0,On campus,Introverted,1,14,Academic,2,4,Medium,0,5.333333333333333,"['Industry Connections', 'Innovation Culture', 'Research Opportunities']","['Sports Club', 'Innovation Lab']",Neutral
25 - 30,Male,International,SUTD,3,Visual,Small,Arts,0.5,Design Engineer,7,7,8,6,8,5,6,4,6,0,Loan,6.5,On campus,Introverted,0,15,Professional,5,4,Medium,1,5.0,"['Small Class Size', 'Technology Focus', 'Innovation Culture']","['Arts Group', 'Innovation Lab', 'Design Club', 'Design Club', 'Design Club']",Neutral
18 - 24,Male,Domestic,SUTD,4,Theoretical,Small,Computing,1.0,Software Engineer,7,7,7,6,8,4,6,4,7,1,Scholarship,7.0,On campus,Ambivert,1,14,Academic,1,3,Medium,1,4.666666666666667,"['Research Opportunities', 'Technology Focus', 'Research Opportunities']",['Design Club'],Satisfied
18 - 24,Non-binary,Domestic,SUTD,3,Hands-on/Practical,Small,Engineering,1.0,Product Manager,7,7,8,7,7,6,6,4,7,0,Self-funded,7.0,On campus,Introverted,1,13,Academic,2,4,Medium,0,5.333333333333333,"['Campus Facilities', 'Technology Focus', 'Small Class Size']","['Technology Club', 'Design Club']",Neutral
Under 18,Male,Domestic,SUTD,3,Group-based,Small,Engineering,0.5,Design Engineer,7,8,9,7,7,6,6,4,7,0,Scholarship,7.0,On campus,Ambivert,1,13,Arts,1,3,Medium,1,5.333333333333333,"['Industry Connections', 'Campus Facilities', 'Innovation Culture']",['Innovation Lab'],Neutral
18 - 24,Male,Domestic,SUTD,3,Group-based,Small,Computing,0.5,Design Engineer,7,8,7,6,7,6,5,4,6,0,Scholarship,6.5,On campus,Introverted,1,15,Community,3,5,Medium,1,5.0,"['Hands-on Learning', 'Innovation Culture', 'Industry Connections']","['Innovation Lab', 'Arts Group', 'Sports Club']",Neutral
18 - 24,Female,Domestic,SUTD,4,Visual,Small,Engineering,1.0,Software Engineer,6,8,7,7,7,6,5,4,7,0,Scholarship,6.5,Commute,Extroverted,0,13,Professional,2,2,Low,1,5.0,"['Small Class Size', 'Hands-on Learning', 'Hands-on Learning']","['Arts Group', 'Arts Group']",Satisfied
18 - 24,Male,Domestic,SUTD,3,Hands-on/Practical,Small,Engineering,0.5,Engineer,7,8,7,6,6,6,6,4,7,0,Scholarship,7.0,Off campus,Introverted,0,15,Community,2,2,Low,1,5.333333333333333,"['Industry Connections', 'Industry Connections', 'Small Class Size']","['Arts Group', 'Sports Club']",Neutral
18 - 24,Female,International,SUTD,4,Group-based,Small,Computing,1.0,Entrepreneur,6,8,8,7,7,5,5,5,7,0,Scholarship,6.5,On campus,Introverted,0,14,Professional,5,3,Medium,1,5.0,"['Industry Connections', 'Campus Facilities', 'Hands-on Learning']","['Design Club', 'Design Club', 'Technology Club', 'Design Club', 'Innovation Lab']",Satisfied
18 - 24,Male,Domestic,SUTD,3,Auditory,Small,Engineering,0.5,Software Engineer,6,7,8,7,8,5,5,5,7,0,Scholarship,6.5,On campus,Extroverted,0,14,Arts,1,1,Low,1,5.0,"['Hands-on Learning', 'Campus Facilities', 'Hands-on Learning']",['Arts Group'],Neutral
Under 18,Male,International,SUTD,3,Auditory,Small,Arts,0.0,Product Manager,6,8,8,6,8,5,6,5,6,1,Scholarship,6.0,Commute,Introverted,0,12,Academic,3,2,Low,1,5.333333333333333,"['Research Opportunities', 'Hands-on Learning', 'Innovation Culture']","['Design Club', 'Technology Club', 'Technology Club']",Neutral
18 - 24,Female,Domestic,SUTD,4,Hands-on/Practical,Small,Engineering,0.5,Design Engineer,7,7,7,7,8,6,6,4,6,0,Scholarship,6.5,Off campus,Ambivert,0,18,Arts,1,2,Low,1,5.333333333333333,"['Campus Facilities', 'Industry Connections', 'Hands-on Learning']",['Arts Group'],Satisfied
18 - 24,Female,Domestic,SUTD,3,Hands-on/Practical,Small,Arts,0.5,Engineer,7,8,8,6,6,6,5,3,7,1,Family,7.0,Off campus,Extroverted,1,17,Arts,2,4,Medium,0,4.666666666666667,"['Innovation Culture', 'Hands-on Learning', 'Hands-on Learning']","['Technology Club', 'Design Club']",Neutral
18 - 24,Prefer not to say,Domestic,SUTD,3,Visual,Small,Engineering,0.5,Engineer,6,8,8,6,7,5,6,4,6,0,Family,6.0,Off campus,Extroverted,1,13,Sports,2,4,Medium,1,5.0,"['Industry Connections', 'Small Class Size', 'Technology Focus']","['Technology Club', 'Innovation Lab']",Neutral
18 - 24,Male,Domestic,SUTD,3,Visual,Small,Engineering,0.5,Engineer,7,8,8,6,8,5,5,5,6,0,Family,6.5,Commute,Ambivert,0,17,Academic,4,3,Medium,1,5.0,"['Small Class Size', 'Small Class Size', 'Hands-on Learning']","['Arts Group', 'Arts Group', 'Design Club', 'Sports Club']",Neutral
18 - 24,Male,Domestic,SUTD,3,Group-based,Small,Arts,1.0,Software Engineer,7,7,8,7,8,5,5,5,7,0,Scholarship,7.0,On campus,Extroverted,1,15,Arts,2,4,Medium,1,5.0,"['Industry Connections', 'Campus Facilities', 'Innovation Culture']","['Sports Club', 'Arts Group']",Neutral
18 - 24,Female,Domestic,SUTD,3,Hands-on/Practical,Small,Arts,0.5,Product Manager,6,8,7,7,8,5,6,5,7,1,Family,6.5,On campus,Ambivert,0,15,Professional,4,3,Medium,1,5.333333333333333,"['Technology Focus', 'Research Opportunities', 'Innovation Culture']","['Arts Group', 'Technology Club', 'Technology Club', 'Technology Club']",Neutral
18 - 24,Female,Domestic,SUTD,3,Hands-on/Practical,Small,Arts,0.5,Software Engineer,7,7,7,7,7,5,6,4,6,1,Family,6.5,Off campus,Extroverted,0,14,Professional,5,3,Medium,0,5.0,"['Small Class Size', 'Research Opportunities', 'Small Class Size']","['Arts Group', 'Technology Club', 'Sports Club', 'Technology Club', 'Sports Club']",Neutral
18 - 24,Male,Domestic,SUTD,4,Hands-on/Practical,Small,Engineering,0.0,Engineer,6,8,8,6,7,5,5,5,6,0,Scholarship,6.0,On campus,Introverted,1,17,Arts,2,4,Medium,1,5.0,"['Research Opportunities', 'Hands-on Learning', 'Innovation Culture']","['Design Club', 'Arts Group']",Satisfied
18 - 24,Male,International,SUTD,3,Theoretical,Small,Engineering,0.5,Engineer,6,8,8,7,6,4,6,4,8,1,Family,7.0,Commute,Extroverted,0,10,Community,3,2,Low,1,4.666666666666667,"['Hands-on Learning', 'Small Class Size', 'Small Class Size']","['Technology Club', 'Innovation Lab', 'Arts Group']",Neutral
18 - 24,Female,Domestic,SUTD,3,Auditory,Small,Computing,0.5,Design Engineer,6,8,7,7,7,5,6,5,5,0,Scholarship,5.5,On campus,Extroverted,0,16,Arts,4,3,Medium,1,5.333333333333333,"['Innovation Culture', 'Technology Focus', 'Small Class Size']","['Innovation Lab', 'Technology Club', 'Technology Club', 'Innovation Lab']",Neutral
18 - 24,Female,Domestic,SUTD,3,Auditory,Small,Arts,0.5,Software Engineer,7,8,7,7,8,6,5,4,6,0,Family,6.5,On campus,Extroverted,0,13,Professional,2,2,Low,1,5.0,"['Hands-on Learning', 'Campus Facilities', 'Innovation Culture']","['Design Club', 'Arts Group']",Neutral
18 - 24,Male,Domestic,SUTD,3,Visual,Small,Computing,0.5,Design Engineer,6,8,7,6,8,6,5,5,6,0,Loan,6.0,On campus,Ambivert,0,15,Arts,1,2,Low,1,5.333333333333333,"['Hands-on Learning', 'Technology Focus', 'Technology Focus']",['Arts Group'],Neutral
18 - 24,Female,Domestic,SUTD,3,Hands-on/Practical,Small,Arts,0.5,Product Manager,7,7,8,6,8,6,5,4,6,0,Family,6.5,On campus,Introverted,1,12,Community,2,4,Medium,1,5.0,"['Campus Facilities', 'Campus Facilities', 'Technology Focus']","['Arts Group', 'Technology Club']",Neutral
18 - 24,Male,Domestic,SUTD,3,Hands-on/Practical,Small,Computing,1.0,Software Engineer,6,7,8,7,7,5,6,4,7,1,Scholarship,6.5,On campus,Extroverted,0,17,Academic,2,2,Low,1,5.0,"['Innovation Culture', 'Industry Connections', 'Hands-on Learning']","['Technology Club', 'Technology Club']",Neutral
18 - 24,Male,Domestic,SUTD,4,Visual,Small,Computing,0.5,Product Manager,7,7,8,6,7,5,6,4,7,0,Scholarship,7.0,On campus,Extroverted,0,12,Arts,3,2,Low,1,5.0,"['Small Class Size', 'Innovation Culture', 'Technology Focus']","['Design Club', 'Innovation Lab', 'Sports Club']",Satisfied
18 - 24,Male,Domestic,SUTD,3,Auditory,Small,Engineering,1.0,Software Engineer,6,9,7,6,8,6,6,5,5,1,Family,5.5,Off campus,Introverted,0,13,Arts,2,2,Low,1,5.666666666666667,"['Technology Focus', 'Hands-on Learning', 'Hands-on Learning']","['Innovation Lab', 'Technology Club']",Neutral
18 - 24,Female,International,SUTD,4,Theoretical,Small,Engineering,0.0,Design Engineer,7,8,7,6,7,6,6,5,7,0,Scholarship,7.0,Off campus,Extroverted,0,13,Professional,3,2,Low,1,5.666666666666667,"['Hands-on Learning', 'Research Opportunities', 'Small Class Size']","['Arts Group', 'Arts Group', 'Design Club']",Satisfied
18 - 24,Male,International,SUTD,4,Hands-on/Practical,Small,Computing,1.0,Software Engineer,7,7,8,6,8,5,6,4,7,1,Scholarship,7.0,Commute,Ambivert,1,15,Arts,1,4,Medium,1,5.0,"['Innovation Culture', 'Hands-on Learning', 'Industry Connections']",['Design Club'],Satisfied
18 - 24,Male,Domestic,SUTD,3,Theoretical,Small,Computing,0.5,Software Engineer,7,7,8,6,7,5,5,4,7,1,Scholarship,7.0,On campus,Introverted,0,14,Professional,2,2,Low,0,4.666666666666667,"['Research Opportunities', 'Campus Facilities', 'Hands-on Learning']","['Design Club', 'Design Club']",Neutral
18 - 24,Male,Domestic,SUTD,3,Hands-on/Practical,Small,Computing,0.0,Engineer,7,7,7,6,8,6,6,5,6,1,Family,6.5,On campus,Introverted,0,13,Professional,2,2,Low,1,5.666666666666667,"['Hands-on Learning', 'Small Class Size', 'Technology Focus']","['Technology Club', 'Technology Club']",Neutral
18 - 24,Male,International,SUTD,3,Hands-on/Practical,Small,Engineering,0.5,Software Engineer,7,7,7,7,7,6,5,4,6,1,Scholarship,6.5,On campus,Ambivert,0,15,Academic,4,3,Medium,0,5.0,"['Hands-on Learning', 'Innovation Culture', 'Technology Focus']","['Arts Group', 'Innovation Lab', 'Technology Club', 'Arts Group']",Neutral
18 - 24,Female,Domestic,SUTD,4,Hands-on/Practical,Small,Engineering,0.5,Design Engineer,6,8,7,7,6,5,5,4,5,0,Scholarship,5.5,Off campus,Introverted,1,11,Arts,2,4,Medium,0,4.666666666666667,"['Innovation Culture', 'Technology Focus', 'Technology Focus']","['Technology Club', 'Innovation Lab']",Satisfied
18 - 24,Female,Domestic,SUTD,4,Visual,Small,Engineering,1.0,Design Engineer,7,7,7,7,8,6,7,5,7,0,Self-funded,7.0,Commute,Ambivert,0,13,Professional,1,1,Low,1,6.0,"['Hands-on Learning', 'Technology Focus', 'Innovation Culture']",['Technology Club'],Satisfied
18 - 24,Male,Domestic,SUTD,4,Hands-on/Practical,Small,Engineering,0.0,Software Engineer,7,7,7,7,8,5,6,5,6,0,Loan,6.5,Off campus,Extroverted,0,13,Sports,3,2,Low,1,5.333333333333333,"['Campus Facilities', 'Industry Connections', 'Innovation Culture']","['Innovation Lab', 'Innovation Lab', 'Sports Club']",Satisfied
18 - 24,Male,Domestic,SUTD,3,Group-based,Small,Computing,0.5,Entrepreneur,6,8,8,7,7,6,5,5,6,1,Self-funded,6.0,On campus,Extroverted,0,12,Arts,2,2,Low,1,5.333333333333333,"['Small Class Size', 'Small Class Size', 'Innovation Culture']","['Technology Club', 'Innovation Lab']",Neutral
25 - 30,Male,International,SUTD,3,Hands-on/Practical,Small,Computing,1.0,Design Engineer,6,8,7,7,7,6,7,5,7,0,Family,6.5,On campus,Ambivert,0,16,Arts,2,2,Low,1,6.0,"['Small Class Size', 'Industry Connections', 'Innovation Culture']","['Sports Club', 'Arts Group']",Neutral
18 - 24,Male,Domestic,SUTD,3,Hands-on/Practical,Small,Engineering,0.5,Software Engineer,6,7,7,7,8,6,6,5,6,0,Self-funded,6.0,Off campus,Introverted,0,19,Professional,4,3,Medium,0,5.666666666666667,"['Hands-on Learning', 'Research Opportunities', 'Hands-on Learning']","['Arts Group', 'Technology Club', 'Technology Club', 'Technology Club']",Neutral
18 - 24,Female,Domestic,SUTD,3,Hands-on/Practical,Small,Arts,1.0,Design Engineer,6,7,8,7,8,6,5,5,7,1,Family,6.5,On campus,Extroverted,1,14,Professional,5,5,Medium,1,5.333333333333333,"['Innovation Culture', 'Small Class Size', 'Campus Facilities']","['Sports Club', 'Arts Group', 'Design Club', 'Technology Club', 'Design Club']",Neutral
18 - 24,Female,Domestic,SUTD,4,Visual,Small,Arts,0.0,Software Engineer,7,8,8,6,8,5,6,4,7,1,Family,7.0,On campus,Ambivert,0,18,Arts,3,3,Medium,1,5.0,"['Small Class Size', 'Innovation Culture', 'Industry Connections']","['Technology Club', 'Design Club', 'Innovation Lab']",Satisfied
18 - 24,Male,Domestic,SUTD,3,Group-based,Small,Arts,1.0,Engineer,6,8,8,7,7,4,6,5,7,0,Family,6.5,On campus,Ambivert,0,18,Sports,3,3,Medium,1,5.0,"['Small Class Size', 'Innovation Culture', 'Technology Focus']","['Innovation Lab', 'Innovation Lab', 'Innovation Lab']",Neutral
18 - 24,Male,International,SUTD,3,Visual,Small,Arts,1.0,Software Engineer,7,7,7,7,8,5,6,5,7,1,Family,7.0,Commute,Ambivert,0,12,Professional,2,2,Low,1,5.333333333333333,"['Industry Connections', 'Hands-on Learning', 'Technology Focus']","['Sports Club', 'Technology Club']",Neutral
18 - 24,Male,Domestic,SUTD,3,Group-based,Small,Engineering,0.5,Design Engineer,7,7,7,7,7,6,6,5,7,1,Scholarship,7.0,Commute,Ambivert,0,13,Community,3,2,Low,0,5.666666666666667,"['Campus Facilities', 'Industry Connections', 'Industry Connections']","['Innovation Lab', 'Arts Group', 'Technology Club']",Neutral
18 - 24,Male,International,SUTD,4,Auditory,Small,Computing,0.5,Engineer,6,8,7,7,7,6,6,4,6,1,Family,6.0,On campus,Introverted,0,16,Professional,3,3,Medium,1,5.333333333333333,"['Hands-on Learning', 'Technology Focus', 'Campus Facilities']","['Design Club', 'Arts Group', 'Design Club']",Satisfied
18 - 24,Male,Domestic,SUTD,4,Group-based,Small,Engineering,0.5,Design Engineer,6,7,7,6,8,5,6,4,7,0,Scholarship,6.5,On campus,Extroverted,0,16,Professional,2,2,Low,1,5.0,"['Campus Facilities', 'Small Class Size', 'Innovation Culture']","['Arts Group', 'Arts Group']",Satisfied
18 - 24,Female,Domestic,SUTD,4,Group-based,Small,Computing,0.5,Product Manager,6,7,8,7,7,6,5,4,6,0,Self-funded,6.0,Off campus,Ambivert,0,17,Sports,2,2,Low,1,5.0,"['Industry Connections', 'Industry Connections', 'Hands-on Learning']","['Design Club', 'Sports Club']",Satisfied
18 - 24,Male,International,SUTD,4,Self-paced/Individual,Small,Engineering,0.0,Engineer,6,8,7,7,7,5,6,4,7,1,Family,6.5,Commute,Extroverted,0,18,Arts,1,2,Low,1,5.0,"['Innovation Culture', 'Campus Facilities', 'Small Class Size']",['Arts Group'],Satisfied
18 - 24,Male,Domestic,SUTD,4,Hands-on/Practical,Small,Engineering,0.5,Software Engineer,6,8,8,8,8,5,6,5,7,0,Scholarship,6.5,On campus,Extroverted,0,13,Arts,4,3,Medium,1,5.333333333333333,"['Small Class Size', 'Small Class Size', 'Hands-on Learning']","['Technology Club', 'Design Club', 'Arts Group', 'Design Club']",Satisfied
18 - 24,Male,Domestic,SUTD,3,Visual,Small,Engineering,1.0,Software Engineer,7,7,7,6,7,5,6,4,6,0,Self-funded,6.5,Commute,Extroverted,0,14,Professional,2,2,Low,1,5.0,"['Technology Focus', 'Technology Focus', 'Innovation Culture']","['Arts Group', 'Design Club']",Neutral
18 - 24,Female,International,SUTD,3,Theoretical,Small,Computing,1.0,Design Engineer,6,8,8,6,7,4,7,4,7,0,Scholarship,6.5,Off campus,Extroverted,1,14,Academic,4,5,Medium,0,5.0,"['Innovation Culture', 'Hands-on Learning', 'Hands-on Learning']","['Sports Club', 'Innovation Lab', 'Sports Club', 'Sports Club']",Neutral
18 - 24,Female,Domestic,SUTD,4,Hands-on/Practical,Small,Computing,1.0,Engineer,6,8,8,7,8,4,5,5,7,0,Loan,6.5,On campus,Introverted,0,14,Professional,4,3,Medium,1,4.666666666666667,"['Innovation Culture', 'Innovation Culture', 'Research Opportunities']","['Technology Club', 'Innovation Lab', 'Technology Club', 'Technology Club']",Satisfied
18 - 24,Male,Domestic,SUTD,3,Hands-on/Practical,Small,Computing,0.5,Design Engineer,7,8,8,7,8,5,5,4,7,0,Family,7.0,On campus,Introverted,1,16,Academic,2,4,Medium,1,4.666666666666667,"['Innovation Culture', 'Hands-on Learning', 'Research Opportunities']","['Technology Club', 'Technology Club']",Neutral
18 - 24,Male,International,SUTD,3,Group-based,Small,Engineering,0.0,Product Manager,6,8,8,7,8,5,5,4,6,0,Loan,6.0,Commute,Extroverted,1,14,Arts,1,3,Medium,1,4.666666666666667,"['Innovation Culture', 'Hands-on Learning', 'Hands-on Learning']",['Technology Club'],Neutral
18 - 24,Female,Domestic,SUTD,3,Hands-on/Practical,Small,Engineering,0.0,Design Engineer,7,8,8,7,8,6,6,5,6,0,Loan,6.5,Commute,Extroverted,1,12,Sports,2,4,Medium,1,5.666666666666667,"['Campus Facilities', 'Innovation Culture', 'Hands-on Learning']","['Innovation Lab', 'Innovation Lab']",Neutral
18 - 24,Male,International,SUTD,4,Group-based,Small,Engineering,0.5,Product Manager,6,7,8,7,6,5,6,5,6,0,Family,6.0,On campus,Introverted,0,17,Professional,4,3,Medium,1,5.333333333333333,"['Campus Facilities', 'Research Opportunities', 'Innovation Culture']","['Design Club', 'Innovation Lab', 'Arts Group', 'Innovation Lab']",Satisfied
18 - 24,Male,International,SUTD,3,Hands-on/Practical,Small,Arts,1.0,Design Engineer,7,7,8,7,7,6,5,4,7,1,Loan,7.0,On campus,Ambivert,1,15,Arts,3,5,Medium,1,5.0,"['Industry Connections', 'Industry Connections', 'Campus Facilities']","['Innovation Lab', 'Sports Club', 'Technology Club']",Neutral
18 - 24,Male,Domestic,SUTD,3,Auditory,Small,Computing,0.0,Entrepreneur,7,7,7,6,7,5,5,5,7,0,Family,7.0,Commute,Ambivert,0,12,Arts,4,3,Medium,0,5.0,"['Campus Facilities', 'Research Opportunities', 'Innovation Culture']","['Innovation Lab', 'Innovation Lab', 'Innovation Lab', 'Technology Club']",Neutral
18 - 24,Female,International,SUTD,3,Hands-on/Practical,Small,Computing,0.5,Design Engineer,7,8,7,6,7,5,6,4,7,0,Scholarship,7.0,Commute,Extroverted,0,15,Academic,5,4,Medium,1,5.0,"['Small Class Size', 'Technology Focus', 'Small Class Size']","['Innovation Lab', 'Arts Group', 'Design Club', 'Design Club', 'Technology Club']",Neutral
18 - 24,Female,International,SUTD,3,Visual,Small,Computing,0.0,Software Engineer,6,8,8,6,8,6,6,4,7,1,Scholarship,6.5,On campus,Ambivert,0,15,Community,1,2,Low,1,5.333333333333333,"['Industry Connections', 'Small Class Size', 'Small Class Size']",['Innovation Lab'],Neutral
18 - 24,Male,Domestic,SUTD,4,Visual,Small,Engineering,0.5,Software Engineer,6,8,8,5,8,6,6,5,6,1,Loan,6.0,Off campus,Introverted,0,12,Arts,2,2,Low,1,5.666666666666667,"['Technology Focus', 'Innovation Culture', 'Technology Focus']","['Innovation Lab', 'Innovation Lab']",Satisfied
18 - 24,Female,Domestic,SUTD,3,Hands-on/Practical,Small,Engineering,0.5,Design Engineer,6,7,7,8,8,5,6,4,6,0,Loan,6.0,On campus,Introverted,0,15,Sports,3,3,Medium,1,5.0,"['Industry Connections', 'Campus Facilities', 'Hands-on Learning']","['Design Club', 'Sports Club', 'Innovation Lab']",Neutral
18 - 24,Prefer not to say,Domestic,SUTD,3,Visual,Small,Computing,0.5,Engineer,6,7,7,6,8,6,6,4,7,1,Self-funded,6.5,Commute,Extroverted,1,16,Arts,2,4,Medium,1,5.333333333333333,"['Campus Facilities', 'Hands-on Learning', 'Research Opportunities']","['Design Club', 'Technology Club']",Neutral
18 - 24,Female,International,SUTD,3,Hands-on/Practical,Small,Engineering,0.5,Product Manager,6,8,8,7,8,6,5,6,6,1,Family,6.0,On campus,Extroverted,1,15,Professional,4,5,Medium,1,5.666666666666667,"['Innovation Culture', 'Innovation Culture', 'Small Class Size']","['Sports Club', 'Technology Club', 'Technology Club', 'Innovation Lab']",Neutral
